ID,PestNr,Step_Size_OnTrial,Pest_Faster,Pest_Interval,Condition,trial,velH,velH_Pest,Reaction_Time,Start_Above,Environment,Fixation,RightOrLeft,NumberOfTries,Mean_Speed_Ball,Median_Speed_Cloud
s02,1,1.2,1,first,5,1,-6,-7.98,2.479996,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,1,1.2,-1,first,4,2,6,3.96,1.079997,0,No_Environment,Pursuit,1,1,NaN,NaN
s02,1,1.2,1,first,1,3,-2,-2.66,0.8799973,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,2,1.2,-1,first,1,4,2,1.46,1.019997,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,1,1.2,-1,first,2,5,4,2.64,0.8199973,0,No_Environment,Pursuit,1,1,NaN,NaN
s02,1,1.2,1,first,3,6,-4,-5.32,0.9399972,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,2,1.2,1,first,3,7,4,4.12,1.259997,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,2,1.2,-1,first,5,8,-6,-6.780001,0.8399973,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,1,1.2,1,first,0,9,-2,-1.32,0.9599972,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,3,1.2,-1,first,1,10,-2,-2.66,0.6599975,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,3,1.2,1,first,3,11,4,2.92,1.319997,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,2,1.2,1,first,4,12,-6,-5.16,1.119997,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,2,1.2,1,first,2,13,4,3.84,1.059997,0,No_Environment,Pursuit,1,1,NaN,NaN
s02,3,1.2,1,first,2,14,-4,-2.64,1.119997,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,4,1.2,1,first,1,15,2,3.86,0.6199975,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,3,1.2,-1,first,4,16,6,3.96,0.6199975,0,No_Environment,Pursuit,1,1,NaN,NaN
s02,4,1.2,1,first,4,17,6,5.16,0.6399975,0,No_Environment,Pursuit,1,1,NaN,NaN
s02,4,1.2,1,first,3,18,-4,-1.72,1.159997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,4,1.2,1,first,2,19,-4,-1.44,1.779997,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,5,1.2,1,first,4,20,-6,-3.96,1.799997,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,5,1.2,-1,first,1,21,-2,-2.66,1.319997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,6,1.2,1,first,4,22,-6,-2.76,1.879997,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,3,1.2,1,first,5,23,-6,-7.98,1.799997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,6,1.2,1,first,1,24,-2,-3.86,1.039997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,2,1.2,-1,first,0,25,-2,-0.2,0.9399972,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,7,2.4,-1,first,4,26,-6,-0.6,1.899997,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,4,1.2,1,first,5,27,6,6.780001,0.9799972,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,5,1.2,1,first,5,28,-6,-5.580001,1.839997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,5,1.2,1,first,2,29,-4,-0.4,0.7599974,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,5,1.2,-1,first,3,30,-4,-0.5199997,1.219997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,3,1.2,1,first,0,31,2,1.4,3.439995,0,No_Environment,Pursuit,1,1,NaN,NaN
s02,4,1.2,-1,first,0,32,-2,-0.2,0.9199972,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,6,1.2,1,first,5,33,-6,-4.380001,1.879997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,8,1.2,1,first,4,34,-6,-1.8,3.459995,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,6,1.2,1,first,2,35,-4,-0.4,2.139996,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,7,2.4,1,first,2,36,-4,-0.4,1.999996,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,7,0.6,1,first,1,37,-2,-3.26,1.159997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,6,1.2,1,first,3,38,-4,-1.72,1.179997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,8,4.8,-1,first,2,39,4,0.4,0.8599973,0,No_Environment,Pursuit,1,1,NaN,NaN
s02,8,0.6,1,first,1,40,2,2.66,1.459997,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,9,2.4,-1,first,2,41,4,2.8,0.8999972,0,No_Environment,Pursuit,1,1,NaN,NaN
s02,5,1.2,-1,first,0,42,-2,-1.4,1.539997,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,9,1.2,1,first,1,43,-2,-1.46,1.699997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,7,0.6,1,first,3,44,4,1.12,1.319997,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,7,2.4,1,second,5,45,6,1.980001,0.679997,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,9,0.6,-1,second,4,46,-6,-1.2,0.859997,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,8,4.8,1,second,5,47,-6,-0.6,0.2999973,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,8,0.6,-1,second,3,48,4,0.5199997,0.4799972,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,10,2.4,1,second,1,49,2,0.2,4.159994,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,9,9.6,-1,second,5,50,6,0.6,0.5599971,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,9,0.3,-1,second,3,51,4,0.8199998,0.4799972,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,10,4.8,1,second,5,52,-6,-5.4,0.7399971,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,10,2.4,1,second,2,53,-4,-5.2,1.839996,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,11,4.8,1,second,1,54,-2,-0.2,0.3599973,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,12,9.6,-1,second,1,55,2,0.2,1.739996,1,No_Environment,Pursuit,1,1,NaN,NaN
s02,13,4.8,-1,second,1,56,-2,-5,0.599997,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,10,0.3,1,second,3,57,-4,-1.12,0.3799973,1,No_Environment,Pursuit,0,1,NaN,NaN
s02,10,0.3,-1,second,4,58,-6,-1.5,0.5599971,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,11,0.3,1,second,4,59,-6,-1.8,0.5599971,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,12,0.15,1,second,4,60,-6,-1.65,1.359997,0,No_Environment,Pursuit,0,1,NaN,NaN
s02,11,1.2,1,second,2,61,4,4,0.9999969,0,No_Environment,Pursuit,1,1,NaN,NaN
s02,6,1.2,1,second,0,62,-2,-2.6,1.179997,0,No_Environment,Pursuit,0,1,NaN,0
s02,13,0.15,1,second,4,63,6,1.5,7.62006,0,No_Environment,Pursuit,1,1,0,0
s02,7,0.6,1,second,0,64,-2,-2,2.079996,0,No_Environment,Pursuit,0,1,0,0
s02,12,1.2,1,second,2,65,4,2.8,0.5599971,0,No_Environment,Pursuit,1,1,0,0
s02,14,0.15,1,second,4,66,6,1.35,0.4799972,0,No_Environment,Pursuit,1,1,0,0
s02,14,4.8,1,second,1,67,-2,-6,0.619997,1,No_Environment,Pursuit,0,1,0,0
s02,11,0.15,-1,second,3,68,-4,-0.9699998,0.4999971,1,No_Environment,Pursuit,0,1,0,0
s02,8,0.6,-1,second,0,69,-2,-1.4,0.4999971,0,No_Environment,Pursuit,0,1,0,0
s02,11,2.4,-1,second,5,70,6,3,0.09999752,1,No_Environment,Pursuit,1,1,0,0
s02,15,0.3,-1,second,4,71,6,1.05,1.259997,0,No_Environment,Pursuit,1,1,0,0
s02,12,1.2,-1,second,5,72,-6,-4.2,0.679997,1,No_Environment,Pursuit,0,1,0,0
s02,15,2.4,1,second,1,73,2,3.6,1.119997,1,No_Environment,Pursuit,1,1,0,0
s02,13,1.2,-1,second,5,74,-6,-5.4,0.679997,1,No_Environment,Pursuit,0,1,0,0
s02,13,1.2,1,second,2,75,-4,-1.6,0.3999972,0,No_Environment,Pursuit,0,1,0,0
s02,14,1.2,1,second,5,76,-6,-6.599999,0.5199971,1,No_Environment,Pursuit,0,1,0,0
s02,9,0.3,-1,second,0,77,2,1.7,0.639997,0,No_Environment,Pursuit,1,1,0,0
s02,12,0.075,-1,second,3,78,4,1.045,0.4999971,1,No_Environment,Pursuit,1,1,0,0
s02,14,2.4,-1,second,2,79,-4,-0.4,0.3399973,0,No_Environment,Pursuit,0,1,0,0
s02,15,1.2,-1,second,2,80,-4,-1.6,0.9999969,0,No_Environment,Pursuit,0,1,0,0
s02,10,0.3,-1,second,0,81,-2,-2,0.4599972,0,No_Environment,Pursuit,0,1,0,0
s02,15,0.6,1,second,5,82,6,6,0.3599973,1,No_Environment,Pursuit,1,1,0,0
s02,13,0.075,-1,second,3,83,-4,-1.12,0.919997,1,No_Environment,Pursuit,0,1,0,0
s02,11,0.3,1,second,0,84,-2,-2.3,0.1799974,0,No_Environment,Pursuit,0,1,0,0
s02,14,0.15,1,second,3,85,-4,-1.27,0.7999971,1,No_Environment,Pursuit,0,1,0,0
s02,12,0.15,1,second,0,86,-2,-2.15,0.7799971,0,No_Environment,Pursuit,0,1,0,0
s02,15,0.075,-1,second,3,87,4,1.195,0.4399972,1,No_Environment,Pursuit,1,1,0,0
s02,13,0.15,-1,second,0,88,2,2,1.999996,0,No_Environment,Pursuit,1,1,0,0
s02,14,0.075,1,second,0,89,-2,-2.075,0.4599972,0,No_Environment,Pursuit,0,1,0,0
s02,15,0.0375,1,first,0,90,2,2.0375,0.6999974,0,No_Environment,Pursuit,1,1,0,0
s02,1,1.2,-1,second,0,1,2,1.32,0.899997,0,No_Environment,Fixation,1,0,0,0
s02,1,1.2,1,second,2,2,4,2.64,0.5399971,0,No_Environment,Fixation,1,0,0,0
s02,1,1.2,1,second,5,3,-6,-7.98,0.7999971,1,No_Environment,Fixation,0,0,0,0
s02,1,1.2,1,second,1,4,2,2.66,0.5799971,1,No_Environment,Fixation,1,0,0,0
s02,2,1.2,1,second,5,5,6,6.780001,0.5199971,1,No_Environment,Fixation,1,0,0,0
s02,1,1.2,-1,second,3,6,-4,-5.32,0.599997,1,No_Environment,Fixation,0,0,0,0
s02,3,1.2,-1,second,5,7,-6,-5.580001,0.8199971,1,No_Environment,Fixation,0,0,0,0
s02,2,1.2,1,second,0,8,-2,-2.52,0.4599972,0,No_Environment,Fixation,0,0,0,0
s02,4,1.2,1,second,5,9,6,6.780001,0.1799974,1,No_Environment,Fixation,1,0,0,0
s02,5,1.2,-1,second,5,10,6,5.580001,0.939997,1,No_Environment,Fixation,1,0,0,0
s02,1,1.2,-1,second,4,11,-6,-3.96,0.5199971,0,No_Environment,Fixation,0,0,0,0
s02,2,1.2,1,second,4,12,-6,-5.16,0.7199972,0,No_Environment,Fixation,0,0,0,0
s02,2,1.2,1,second,3,13,4,6.52,0.6999969,1,No_Environment,Fixation,1,0,0,0
s02,2,1.2,-1,second,1,14,2,1.46,0.6999969,1,No_Environment,Fixation,1,0,0,0
s02,2,1.2,1,second,2,15,-4,-1.44,2.819995,0,No_Environment,Fixation,0,0,0,0
s02,6,1.2,1,second,5,16,-6,-6.780001,1.859996,1,No_Environment,Fixation,0,0,0,0
s02,3,1.2,1,second,4,17,-6,-3.96,0.659997,0,No_Environment,Fixation,0,0,0,0
s02,3,1.2,1,second,1,18,-2,-2.66,0.4399972,1,No_Environment,Fixation,0,0,0,0
s02,3,1.2,-1,second,0,19,2,1.32,0.9999969,0,No_Environment,Fixation,1,0,0,0
s02,7,0.6,1,second,5,20,-6,-6.180001,1.119997,1,No_Environment,Fixation,0,0,0,0
s02,4,1.2,1,second,1,21,-2,-1.46,0.9799969,1,No_Environment,Fixation,0,0,0,0
s02,4,1.2,-1,second,4,22,-6,-2.76,0.5399971,0,No_Environment,Fixation,0,0,0,0
s02,3,1.2,-1,second,2,23,4,0.4,0.4599972,0,No_Environment,Fixation,1,0,0,0
s02,5,1.2,1,second,1,24,-2,-0.26,0.4599972,1,No_Environment,Fixation,0,0,0,0
s02,5,1.2,-1,second,4,25,-6,-3.96,0.5399971,0,No_Environment,Fixation,0,0,0,0
s02,3,1.2,1,second,3,26,-4,-5.320001,0.659997,1,No_Environment,Fixation,0,0,0,0
s02,4,1.2,-1,second,2,27,-4,-1.6,0.1199975,0,No_Environment,Fixation,0,0,0,0
s02,6,1.2,1,second,4,28,-6,-5.16,0.4799972,0,No_Environment,Fixation,0,0,0,0
s02,7,0.6,1,second,4,29,-6,-4.56,0.4799972,0,No_Environment,Fixation,0,0,0,0
s02,4,1.2,1,second,3,30,4,4.120001,0.4399972,1,No_Environment,Fixation,1,0,0,0
s02,5,1.2,1,second,2,31,-4,-2.8,0.4399972,0,No_Environment,Fixation,0,0,0,0
s02,6,1.2,1,second,1,32,2,0.2,0.5799971,1,No_Environment,Fixation,1,0,0,0
s02,7,2.4,-1,second,1,33,-2,-0.2,0.5799971,1,No_Environment,Fixation,0,0,0,0
s02,8,0.6,-1,second,4,34,-6,-3.96,0.7599971,0,No_Environment,Fixation,0,0,0,0
s02,8,1.2,-1,second,1,35,2,1.4,1.219997,1,No_Environment,Fixation,1,0,0,0
s02,9,0.3,1,second,4,36,-6,-4.26,0.3999972,0,No_Environment,Fixation,0,0,0,0
s02,4,1.2,1,second,0,37,2,2.52,1.079997,0,No_Environment,Fixation,1,0,0,0
s02,5,1.2,-1,second,0,38,-2,-1.32,0.9999969,0,No_Environment,Fixation,0,0,0,0
s02,6,1.2,1,second,2,39,4,1.6,0.4399972,0,No_Environment,Fixation,1,0,0,0
s02,6,1.2,1,second,0,40,2,2.52,0.5199971,0,No_Environment,Fixation,1,0,0,0
s02,5,1.2,1,second,3,41,-4,-2.920001,0.4799972,1,No_Environment,Fixation,0,0,0,0
s02,10,0.15,1,second,4,42,6,4.11,1.059997,0,No_Environment,Fixation,1,0,0,0
s02,11,0.15,1,second,4,43,-6,-3.96,0.3599973,0,No_Environment,Fixation,0,0,0,0
s02,8,0.6,1,second,5,44,6,5.580001,0.1399975,1,No_Environment,Fixation,1,0,0,0
s02,9,1.2,-1,first,5,45,-6,-4.380001,1.099997,1,No_Environment,Fixation,0,0,0,0
s02,12,0.3,1,first,4,46,6,3.66,1.099997,0,No_Environment,Fixation,1,0,0,0
s02,9,1.2,1,first,1,47,-2,-2.6,0.7999973,1,No_Environment,Fixation,0,0,0,0
s02,6,1.2,1,first,3,48,-4,-1.720001,0.8799973,1,No_Environment,Fixation,0,0,0,0
s02,7,1.2,-1,first,2,49,4,0.4000001,1.799997,0,No_Environment,Fixation,1,0,0,0
s02,7,2.4,-1,first,3,50,4,0.4,1.699997,1,No_Environment,Fixation,1,0,0,0
s02,8,1.2,1,first,3,51,-4,-1.6,4.759994,1,No_Environment,Fixation,0,0,0,0
s02,7,0.6,1,first,0,52,2,1.92,1.339997,0,No_Environment,Fixation,1,0,0,0
s02,10,0.6,1,first,1,53,-2,-2,0.8599973,1,No_Environment,Fixation,0,0,0,0
s02,8,0.6,1,first,2,54,4,1,0.6399975,0,No_Environment,Fixation,1,0,0,0
s02,8,0.6,1,first,0,55,2,1.32,0.7799973,0,No_Environment,Fixation,1,0,0,0
s02,13,0.6,-1,first,4,56,-6,-3.06,1.359997,0,No_Environment,Fixation,0,0,0,0
s02,9,0.3,-1,first,2,57,-4,-0.7000001,0.9199972,0,No_Environment,Fixation,0,0,0,0
s02,9,1.2,-1,first,0,58,2,0.2,1.079997,0,No_Environment,Fixation,1,0,0,0
s02,14,0.3,-1,first,4,59,-6,-3.36,1.319997,0,No_Environment,Fixation,0,0,0,0
s02,15,0.3,-1,first,4,60,6,3.66,1.179997,0,No_Environment,Fixation,1,0,0,0
s02,9,0.6,-1,first,3,61,4,1,0.7199974,1,No_Environment,Fixation,1,0,0,0
s02,10,0.6,-1,first,5,62,-6,-4.980001,0.6599975,1,No_Environment,Fixation,0,0,0,0
s02,11,0.6,1,first,1,63,-2,-1.4,0.9799972,1,No_Environment,Fixation,0,0,0,0
s02,10,0.15,-1,first,2,64,4,0.8500001,0.6799974,0,No_Environment,Fixation,1,0,0,0
s02,11,0.15,-1,first,2,65,4,1,0.9799972,0,No_Environment,Fixation,1,0,0,0
s02,11,0.6,1,first,5,66,-6,-5.580001,6.660025,1,No_Environment,Fixation,0,0,0,0
s02,10,0.3,-1,first,3,67,4,1.3,0.6199975,1,No_Environment,Fixation,1,0,0,0
s02,12,0.3,1,first,5,68,-6,-5.280001,1.079997,1,No_Environment,Fixation,0,0,0,0
s02,11,0.3,-1,first,3,69,4,1.6,0.7599974,1,No_Environment,Fixation,1,0,0,0
s02,12,0.3,1,first,3,70,4,1.9,0.6199975,1,No_Environment,Fixation,1,0,0,0
s02,12,0.6,-1,first,1,71,-2,-0.8,0.9599972,1,No_Environment,Fixation,0,0,0,0
s02,10,0.6,-1,first,0,72,-2,-0.8,1.039997,0,No_Environment,Fixation,0,0,0,0
s02,12,0.15,-1,first,2,73,-4,-1.15,2.959996,0,No_Environment,Fixation,0,0,0,0
s02,13,0.3,-1,first,2,74,4,1.45,0.8199973,0,No_Environment,Fixation,1,0,0,0
s02,14,0.6,1,first,2,75,4,2.05,1.119997,0,No_Environment,Fixation,1,0,0,0
s02,15,0.3,-1,first,2,76,-4,-1.75,0.9999971,0,No_Environment,Fixation,0,0,0,0
s02,13,0.3,-1,first,1,77,2,1.1,0.6799974,1,No_Environment,Fixation,1,0,0,0
s02,13,0.3,-1,first,5,78,6,4.98,3.039995,1,No_Environment,Fixation,1,0,0,0
s02,14,0.3,-1,first,1,79,2,1.4,0.9199972,1,No_Environment,Fixation,1,0,0,0
s02,11,0.6,-1,first,0,80,2,1.4,0.8799973,0,No_Environment,Fixation,1,0,0,0
s02,12,1.2,-1,first,0,81,2,2.6,2.479996,0,No_Environment,Fixation,1,0,0,0
s02,13,2.4,-1,first,0,82,2,5,2.339996,0,No_Environment,Fixation,1,0,0,0
s02,13,0.15,1,first,3,83,-4,-1.75,1.179997,1,No_Environment,Fixation,0,0,0,0
s02,15,0.6,1,first,1,84,-2,-2,4.759994,1,No_Environment,Fixation,0,0,0,0
s02,14,4.8,1,first,0,85,-2,-6,1.019997,0,No_Environment,Fixation,0,0,0,0
s02,14,0.15,1,first,3,86,-4,-1.6,1.299997,1,No_Environment,Fixation,0,0,0,0
s02,15,2.4,1,first,0,87,-2,-3.6,1.059997,0,No_Environment,Fixation,0,0,0,0
s02,15,0.3,1,first,3,88,4,1.3,1.019997,1,No_Environment,Fixation,1,0,0,0
s02,14,0.15,-1,first,5,89,-6,-5.130001,0.9199972,1,No_Environment,Fixation,0,0,0,0
s02,15,0.15,-1,second,5,90,-6,-5.280001,1.679996,1,No_Environment,Fixation,0,0,0,0
s03,1,1.2,-1,first,4,1,6,3.96,2.319996,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,1,1.2,-1,first,0,2,-2,-1.32,1.319997,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,2,1.2,1,first,4,3,-6,-5.16,2.899996,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,1,1.2,-1,first,5,4,6,7.98,2.139996,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,2,1.2,1,first,5,5,6,9.18,3.579995,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,2,1.2,-1,first,0,6,-2,-2.52,3.979995,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,1,1.2,1,first,1,7,-2,-2.66,2.839996,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,1,1.2,-1,first,2,8,-4,-2.64,2.159996,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,3,1.2,1,first,0,9,-2,-3.72,1.899997,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,2,1.2,-1,first,1,10,2,1.46,3.559995,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,3,1.2,1,first,5,11,-6,-7.98,3.119995,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,2,1.2,1,first,2,12,-4,-3.84,3.199995,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,1,1.2,-1,first,3,13,4,5.32,2.139996,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,3,1.2,1,first,4,14,6,3.96,3.859995,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,3,1.2,1,first,2,15,4,2.64,1.419997,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,4,1.2,1,first,0,16,-2,-2.52,3.299995,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,4,1.2,-1,first,2,17,4,1.44,2.179996,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,3,1.2,1,first,1,18,2,2.66,3.739995,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,4,1.2,1,first,1,19,2,1.46,1.639997,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,2,1.2,-1,first,3,20,4,6.52,1.539997,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,4,1.2,-1,first,4,21,6,2.76,4.079994,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,4,1.2,1,first,5,22,-6,-6.780001,1.899997,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,5,1.2,-1,first,5,23,6,5.580001,1.879997,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,5,1.2,1,first,1,24,2,0.26,2.219996,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,5,1.2,1,first,0,25,2,1.32,2.419996,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,5,1.2,1,first,4,26,6,3.96,0.8999972,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,6,1.2,-1,first,0,27,-2,-0.2,2.439996,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,6,1.2,1,first,1,28,2,0.2,1.319997,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,3,1.2,1,first,3,29,-4,-7.72,2.059996,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,5,1.2,1,first,2,30,-4,-2.64,1.759997,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,6,1.2,-1,first,2,31,-4,-1.44,1.759997,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,6,1.2,1,first,4,32,6,2.76,2.519996,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,4,1.2,-1,first,3,33,-4,-6.52,1.859997,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,7,2.4,1,first,1,34,2,0.2,1.679997,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,7,0.6,1,first,0,35,-2,-0.8,2.239996,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,8,0.3,-1,first,0,36,2,0.5,1.279997,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,9,0.15,1,first,0,37,-2,-0.65,1.359997,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,7,0.6,1,first,2,38,-4,-2.04,2.819996,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,5,1.2,1,first,3,39,-4,-7.72,1.499997,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,6,1.2,1,first,5,40,6,6.780001,4.459994,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,10,0.075,1,first,0,41,-2,-0.575,1.959996,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,8,4.8,-1,first,1,42,-2,-0.2,1.479997,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,9,2.4,-1,first,1,43,-2,-2.6,2.279996,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,7,0.6,1,first,5,44,-6,-6.180001,3.299995,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,11,0.075,-1,second,0,45,2,0.5,3.099995,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,8,0.3,1,second,2,46,4,1.74,0.1199975,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,6,1.2,-1,second,3,47,-4,-6.52,4.719994,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,8,0.6,-1,second,5,48,6,5.580001,9.540104,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,7,1.2,1,second,4,49,6,1.56,1.619996,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,9,0.3,1,second,2,50,-4,-1.44,5.760017,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,12,0.0375,1,second,0,51,-2,-0.5375,0.07999754,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,7,0.6,-1,second,3,52,-4,-7.12,0.03999758,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,10,2.4,-1,second,1,53,2,5,0.2799973,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,11,4.8,1,second,1,54,2,6,5.940022,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,8,0.6,1,second,3,55,-4,-7.72,13.7002,1,No_Environment,Pursuit,0,1,NaN,NaN
s03,9,0.3,1,second,5,56,6,5.880001,1.859996,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,10,0.6,1,second,2,57,4,0.84,0.1199975,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,10,0.15,1,second,5,58,6,5.730001,29.62056,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,9,0.3,1,second,3,59,4,7.42,4.679994,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,12,2.4,1,second,1,60,2,3.6,8.540081,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,13,2.4,1,second,1,61,2,1.2,4.699993,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,13,0.01875,-1,second,0,62,-2,-0.51875,2.299996,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,14,0.009375,1,second,0,63,-2,-0.528125,3.639994,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,11,1.2,1,second,2,64,-4,-0.4,3.459995,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,12,2.4,1,second,2,65,4,0.4,0.1599975,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,13,4.8,-1,second,2,66,4,0.4,0.0199976,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,8,2.4,1,second,4,67,-6,-0.6,0.0199976,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,9,4.8,-1,second,4,68,-6,-0.6,0.2799973,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,14,2.4,1,second,2,69,4,2.8,0.05999756,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,10,2.4,1,second,4,70,-6,-3,5.200005,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,15,1.2,1,second,2,71,-4,-1.6,6.140026,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,14,4.8,1,second,1,72,2,0.2,0.1599975,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,11,1.2,1,second,4,73,6,1.8,0.2599974,0,No_Environment,Pursuit,1,1,NaN,NaN
s03,12,1.2,-1,second,4,74,-6,-0.6,0.0199976,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,15,0.0046875,1,second,0,75,-2,-0.5234375,0.09999752,0,No_Environment,Pursuit,0,1,NaN,NaN
s03,15,9.6,1,second,1,76,2,0.2,0.0199976,1,No_Environment,Pursuit,1,1,NaN,NaN
s03,13,0.6,1,second,4,77,6,1.2,0.0199976,0,No_Environment,Pursuit,1,1,NaN,NaN
